epoch,batch,data_time,fwd_time,bwd_time,total_time,cls_loss,reg_loss,total_loss
2,9,0.000001,0.482845,0.407213,0.948582,7.903911,9.188440,17.092350
2,10,0.000001,0.492071,0.410416,0.945839,6.545549,9.252415,15.797962
2,11,0.000001,0.534693,0.440619,1.025695,6.400307,9.522789,15.923098
2,12,0.000000,0.461634,0.399793,0.939680,6.389470,9.213667,15.603138
2,13,0.000001,0.527476,0.491554,1.064783,6.829715,9.453863,16.283579
2,14,0.000001,0.485095,0.432699,1.004054,6.759124,9.326704,16.085831
2,15,0.000001,0.495883,0.433394,0.993152,6.290236,8.979508,15.269746
2,16,0.000001,0.482687,0.423275,0.964167,7.248229,9.304976,16.553205
2,17,0.000001,0.470508,0.414990,0.945781,6.347862,9.009944,15.357807
2,18,0.000000,0.531892,0.439935,1.031713,6.782142,9.143796,15.925938
2,19,0.000001,0.454533,0.385004,0.921622,6.875939,9.406381,16.282322
2,20,0.000000,0.467174,0.401005,0.906887,6.262858,8.546112,14.808969
2,21,0.000001,0.496604,0.428028,0.997597,6.757716,9.139563,15.897280
2,22,0.000000,0.480476,0.425918,0.967370,6.263242,8.760646,15.023888
2,23,0.000001,0.487691,0.423548,0.967143,6.234505,8.990986,15.225491
2,24,0.000000,0.533379,0.437975,1.039401,6.445267,9.418829,15.864097
2,25,0.000001,0.500786,0.421509,0.995510,6.288713,8.938258,15.226973
2,26,0.000001,0.496768,0.419307,0.964622,5.690507,9.060311,14.750819
2,27,0.000001,0.527938,0.452161,1.051850,6.006371,9.374942,15.381310
2,28,0.000001,0.642760,0.413082,1.129029,5.791378,8.587669,14.379048
2,29,0.000001,0.525524,0.436121,1.030717,6.439422,9.296432,15.735854
2,30,0.000001,0.514846,0.470204,1.059291,7.474117,9.329810,16.803928
2,31,0.000001,0.484501,0.420879,0.989573,6.784417,9.447886,16.232302
2,32,0.000000,0.480325,0.413737,0.951900,6.283780,9.090625,15.374403
2,33,0.000001,0.509591,0.453448,1.027332,6.402783,9.430384,15.833166
2,34,0.000001,0.508308,0.449151,1.026417,6.628453,9.292048,15.920502
2,35,0.000001,0.497625,0.435368,1.002499,5.955865,9.091194,15.047061
2,36,0.000001,0.519930,0.405329,0.995190,6.808674,9.086847,15.895522
3,0,0.000001,0.566645,0.444899,1.022622,5.849074,9.231583,15.080656
3,1,0.000001,0.473615,0.414097,0.957402,5.784372,8.544840,14.329212
3,2,0.000001,0.497676,0.428109,0.992598,5.788787,9.154002,14.942789
3,3,0.000000,0.481370,0.415267,0.965471,5.141705,8.298605,13.440308
3,4,0.000001,0.524841,0.438663,1.021031,5.966669,8.686358,14.653028
3,5,0.000001,0.522174,0.426892,1.007933,6.787023,8.915603,15.702626
3,6,0.000001,0.511586,0.419584,0.995557,6.490758,8.762507,15.253266
3,7,0.000001,0.521676,0.447282,1.027379,5.983474,8.619447,14.602921
3,8,0.000001,0.522933,0.447896,1.045704,6.400008,9.437602,15.837610
3,9,0.000000,0.528876,0.440850,1.028402,5.551041,8.339973,13.891015
3,10,0.000001,0.466221,0.405697,0.929822,5.277099,8.145733,13.422832
3,11,0.000001,0.481723,0.425093,0.955076,5.619417,8.839334,14.458752
3,12,0.000001,0.545366,0.466133,1.082884,5.933590,9.280015,15.213606
3,13,0.000000,0.493058,0.435849,1.008969,5.685164,9.288074,14.973240
3,14,0.000001,0.502901,0.427366,0.987236,5.640749,8.530482,14.171232
3,15,0.000001,0.491709,0.419966,0.975487,5.899981,9.065373,14.965355
3,16,0.000001,0.499832,0.429342,1.007990,5.681703,8.920805,14.602509
3,17,0.000001,0.485398,0.434271,0.991053,6.133810,9.012994,15.146804
3,18,0.000001,0.497182,0.424322,0.988410,6.216875,8.441404,14.658278
3,19,0.000000,0.508464,0.442018,1.008873,6.282811,8.815291,15.098103
3,20,0.000001,0.532717,0.444760,1.073544,5.962726,8.815461,14.778186
3,21,0.000000,0.504047,0.442531,1.003582,6.503746,8.920233,15.423978
3,22,0.000001,0.458139,0.404489,0.926068,6.851377,8.298271,15.149649
3,23,0.000001,0.486373,0.421059,0.952636,7.031289,9.262486,16.293774
3,24,0.000001,0.505537,0.471565,1.052433,5.861696,8.432328,14.294025
3,25,0.000001,0.634842,0.455678,1.170116,6.332017,9.468521,15.800538
3,26,0.000001,0.503418,0.442961,1.040486,6.063178,9.256468,15.319645
3,27,0.000001,0.447282,0.392806,0.903799,6.688942,8.235435,14.924377
3,28,0.000002,0.525934,0.488514,1.063786,5.939537,8.719078,14.658618
3,29,0.000001,0.510268,0.443159,1.024140,7.042120,9.355277,16.397396
3,30,0.000001,0.500073,0.418287,0.988919,5.787345,8.758185,14.545530
3,31,0.000000,0.444004,0.396730,0.887442,6.859389,8.531167,15.390557
3,32,0.000001,0.488478,0.422653,0.948732,6.039215,8.451901,14.491117
3,33,0.000000,0.486521,0.457675,0.995742,5.655519,8.603130,14.258649
3,34,0.000001,0.471562,0.419566,0.956538,6.346265,8.689403,15.035667
3,35,0.000000,0.439126,0.395916,0.894042,5.909190,8.487723,14.396914
3,36,0.000001,0.532221,0.439174,1.023147,5.180721,8.982249,14.162969
4,0,0.000001,0.569820,0.456852,1.030687,5.328617,8.548581,13.877197
4,1,0.000001,0.631456,0.460530,1.151965,5.631148,8.950907,14.582054
4,2,0.000001,0.504662,0.430881,1.020979,5.760189,8.409874,14.170064
4,3,0.000001,0.525393,0.456409,1.042005,5.985982,8.208142,14.194126
4,4,0.000001,0.495067,0.471944,1.046351,6.193954,9.452686,15.646641
4,5,0.000001,0.496315,0.440788,0.999106,5.552422,8.581091,14.133512
4,6,0.000001,0.489273,0.418255,0.977754,5.999912,8.982130,14.982040
4,7,0.000001,0.474612,0.437479,0.984049,6.441530,8.589274,15.030805
4,8,0.000001,0.483320,0.423658,0.963340,5.545359,8.422116,13.967475
4,9,0.000001,0.480969,0.443332,0.981915,6.015353,8.794524,14.809875
4,10,0.000000,0.514347,0.414760,0.996343,4.560091,8.198875,12.758967
4,11,0.000001,0.500088,0.436128,0.999081,5.348571,8.422321,13.770892
4,12,0.000001,0.503735,0.419468,0.995156,6.628555,8.229079,14.857634
4,13,0.000001,0.492238,0.418550,0.984689,6.337223,8.816462,15.153684
4,14,0.000001,0.484652,0.423994,0.952526,5.906600,8.732452,14.639051
4,15,0.000001,0.505989,0.446177,1.018573,5.324776,8.393677,13.718452
4,16,0.000001,0.495368,0.430405,0.987615,4.954944,8.160366,13.115310
4,17,0.000001,0.490890,0.452877,1.016075,5.463463,9.035727,14.499188
4,18,0.000000,0.513626,0.453071,1.031287,5.814714,8.085765,13.900480
4,19,0.000001,0.446796,0.395600,0.911153,5.592566,8.206696,13.799261
4,20,0.000001,0.486771,0.445384,0.973443,4.992354,7.721528,12.713882
4,21,0.000001,0.580548,0.447309,1.097467,4.907388,8.471467,13.378857
4,22,0.000001,0.512059,0.428386,1.006470,5.512308,8.328398,13.840705
4,23,0.000001,0.504304,0.441013,1.009361,5.597351,9.255796,14.853148
4,24,0.000001,0.489575,0.427168,0.982393,4.478891,8.185749,12.664639
4,25,0.000001,0.482024,0.428353,0.970862,5.320349,8.563169,13.883517
4,26,0.000001,0.514444,0.437459,1.019135,5.551395,8.731808,14.283203
4,27,0.000001,0.530187,0.518423,1.128053,5.045450,8.533427,13.578876
4,28,0.000001,0.472776,0.422674,0.973977,4.634352,7.827041,12.461392
4,29,0.000001,0.492111,0.409323,0.952215,4.954019,7.713498,12.667516
4,30,0.000000,0.507837,0.426180,0.976616,5.157132,8.174466,13.331597
4,31,0.000001,0.496911,0.428224,0.997653,4.903176,7.901165,12.804340
4,32,0.000000,0.442328,0.396839,0.902627,5.488086,8.191853,13.679939
4,33,0.000001,0.502192,0.464618,1.020513,6.092704,8.455173,14.547876
4,34,0.000001,0.478530,0.439405,0.991502,6.378689,8.621744,15.000434
4,35,0.000001,0.526307,0.435158,1.035230,5.399722,8.195608,13.595330
4,36,0.000001,0.482653,0.424820,0.976741,5.335623,8.459940,13.795563
5,0,0.000001,0.570673,0.458109,1.037547,5.207001,8.322415,13.529415
5,1,0.000001,0.538555,0.483607,1.095749,5.144860,8.213209,13.358068
5,2,0.000001,0.498658,0.435039,1.020409,4.913033,8.347971,13.261004
5,3,0.000000,0.555186,0.430832,1.048822,5.815361,7.968771,13.784132
5,4,0.000001,0.526897,0.436844,1.032201,5.879390,8.689748,14.569137
5,5,0.000000,0.541744,0.427980,1.029189,5.017608,8.127591,13.145199
5,6,0.000000,0.563103,0.485077,1.112957,5.325575,8.866204,14.191780
5,7,0.000001,0.480199,0.416956,0.986358,5.030582,8.082810,13.113394
5,8,0.000001,0.540923,0.446418,1.035748,5.154478,7.958953,13.113431
5,9,0.000001,0.533882,0.414699,1.011106,5.179809,8.448789,13.628597
5,10,0.000001,0.538716,0.429967,1.047193,4.355284,7.612742,11.968026
5,11,0.000000,0.535298,0.424133,1.026019,5.076089,8.077920,13.154010
5,12,0.000001,0.548160,0.459702,1.074964,4.768513,8.636486,13.404999
5,13,0.000001,0.475642,0.409730,0.975250,4.618181,7.413183,12.031364
5,14,0.000001,0.520112,0.428166,1.001854,4.514543,8.251800,12.766344
5,15,0.000000,0.540448,0.418787,1.030372,5.449718,8.017679,13.467399
5,16,0.000001,0.500133,0.455703,1.047517,6.168337,7.885196,14.053534
5,17,0.000000,0.504241,0.428164,1.005246,4.358036,7.695480,12.053517
5,18,0.000001,0.483476,0.426972,0.983074,4.914725,7.772873,12.687598
5,19,0.000001,0.505935,0.439817,1.001375,4.757043,8.284304,13.041348
5,20,0.000001,0.541083,0.446888,1.069120,5.923815,8.616178,14.539993
5,21,0.000000,0.500827,0.444900,1.022739,5.134258,8.255412,13.389669
5,22,0.000001,0.478544,0.432477,0.983884,5.604884,8.108490,13.713374
5,23,0.000001,0.534389,0.438116,1.023408,4.853251,8.072049,12.925302
5,24,0.000001,0.541179,0.466642,1.082057,5.322607,8.291918,13.614525
5,25,0.000001,0.528829,0.452564,1.055409,6.119568,8.670685,14.790254
5,26,0.000001,0.460808,0.435977,0.978911,5.112825,7.647891,12.760715
5,27,0.000001,0.443326,0.392336,0.881573,5.346651,7.600035,12.946685
5,28,0.000001,0.501786,0.422900,0.973483,5.710278,8.200251,13.910529
5,29,0.000001,0.493834,0.418823,0.956753,4.360154,7.429338,11.789492
5,30,0.000002,0.468617,0.403344,0.936664,4.835560,7.642002,12.477563
5,31,0.000001,0.547343,0.433543,1.017512,4.493898,7.359476,11.853374
5,32,0.000001,0.504236,0.443747,1.004774,4.646653,7.565073,12.211725
5,33,0.000002,0.528861,0.432533,1.039020,5.015083,8.546184,13.561268
5,34,0.000001,0.513484,0.445740,1.028505,5.244663,8.501110,13.745774
5,35,0.000001,0.478044,0.399051,0.949758,5.054324,7.223724,12.278048
5,36,0.000001,0.513149,0.430238,1.003735,5.017604,7.981552,12.999155
6,0,0.000001,0.548594,0.433969,0.983354,4.848261,7.770788,12.619048
6,1,0.000001,0.547548,0.444961,1.055602,5.630961,7.910712,13.541674
6,2,0.000001,0.476133,0.403296,0.955052,4.667961,6.953474,11.621435
6,3,0.000001,0.506419,0.441258,1.014478,4.880807,8.124240,13.005048
6,4,0.000000,0.488079,0.416208,0.978065,4.622299,7.898646,12.520945
6,5,0.000001,0.594244,0.451730,1.131771,5.513632,8.059451,13.573083
6,6,0.000001,0.525605,0.441983,1.054068,5.056998,8.488843,13.545839
6,7,0.000001,0.515958,0.413065,1.017740,4.530127,7.232022,11.762148
6,8,0.000001,0.505625,0.425274,0.996354,4.901674,7.606791,12.508465
6,9,0.000001,0.550263,0.437502,1.054489,4.726398,8.094435,12.820833
6,10,0.000000,0.608526,0.414324,1.108004,5.116961,7.945562,13.062524
6,11,0.000001,0.530309,0.420201,1.005755,4.827182,7.962526,12.789708
6,12,0.000001,0.527184,0.433389,1.028011,5.414043,8.112150,13.526194
6,13,0.000001,0.537646,0.451325,1.084518,4.339499,7.688156,12.027657
6,14,0.000000,0.469392,0.407057,0.954506,4.464598,7.614636,12.079235
6,15,0.000001,0.489251,0.424444,0.974816,3.870559,7.380270,11.250828
6,16,0.000001,0.477178,0.404758,0.954982,4.896346,8.049809,12.946156
6,17,0.000001,0.518075,0.423725,1.025835,4.543781,7.163338,11.707119
6,18,0.000001,0.469633,0.430773,0.964861,4.414086,7.336622,11.750709
6,19,0.000001,0.497643,0.411257,0.985196,4.709946,7.780461,12.490406
6,20,0.000001,0.524679,0.429611,1.007035,4.261993,7.492435,11.754428
6,21,0.000001,0.610891,0.447261,1.134582,4.572643,7.551349,12.123992
6,22,0.000001,0.514115,0.424473,1.020317,4.233442,7.899424,12.132864
6,23,0.000001,0.530515,0.418955,0.998339,4.596108,7.746034,12.342142
6,24,0.000001,0.517913,0.444586,1.023376,5.293620,8.696872,13.990490
6,25,0.000001,0.500707,0.428623,1.016454,4.067400,7.338039,11.405439
6,26,0.000001,0.580685,0.471722,1.119310,4.276045,7.868335,12.144380
6,27,0.000000,0.498702,0.430579,1.014088,4.507808,7.455977,11.963785
6,28,0.000001,0.489607,0.425003,0.951542,4.527966,7.374872,11.902837
6,29,0.000001,0.558841,0.458962,1.066985,4.498560,7.334858,11.833418
6,30,0.000001,0.493795,0.397757,0.967505,4.278073,7.287034,11.565107
6,31,0.000001,0.513136,0.411696,0.973233,4.616749,7.147176,11.763926
6,32,0.000001,0.554993,0.432715,1.037738,5.298866,8.300355,13.599219
6,33,0.000000,0.521224,0.428169,1.020919,5.060326,7.598438,12.658764
6,34,0.000002,0.507623,0.448114,1.002410,3.911762,7.518895,11.430657
6,35,0.000000,0.533102,0.419329,1.021682,4.477492,7.473436,11.950929
6,36,0.000001,0.484935,0.431103,0.979967,4.554836,7.944470,12.499308
7,0,0.000001,0.603701,0.443863,1.059772,4.530575,8.035646,12.566221
7,1,0.000000,0.561708,0.455481,1.095859,4.197148,7.762712,11.959860
7,2,0.000001,0.720308,0.463841,1.285509,3.878135,7.553933,11.432068
7,3,0.000001,0.511935,0.419643,1.002844,4.184685,7.285595,11.470281
7,4,0.000001,0.498496,0.405118,0.968979,4.577300,7.509505,12.086806
7,5,0.000000,0.524576,0.429968,1.012835,4.921856,7.721690,12.643545
7,6,0.000001,0.516508,0.427206,1.009646,4.073526,6.814647,10.888174
7,7,0.000001,0.526487,0.426192,1.023920,3.997193,7.804957,11.802150
7,8,0.000001,0.534442,0.421599,1.024378,4.078465,7.427928,11.506391
7,9,0.000001,0.533242,0.437090,1.053711,4.262968,7.895315,12.158282
7,10,0.000001,0.530261,0.429404,1.045201,4.132298,7.625307,11.757607
7,11,0.000001,0.524149,0.433487,1.040881,4.723207,7.793823,12.517031
7,12,0.000001,0.516468,0.411589,1.001918,4.520278,8.129269,12.649548
7,13,0.000001,0.529683,0.417171,1.011660,4.494455,7.441712,11.936168
7,14,0.000001,0.535228,0.426172,1.019595,4.780457,8.129066,12.909523
7,15,0.000001,0.493098,0.396318,0.976300,4.207440,7.212376,11.419817
7,16,0.000001,0.508654,0.414938,0.970168,4.014232,7.193533,11.207764
7,17,0.000001,0.474375,0.398672,0.943871,4.273778,6.761049,11.034826
7,18,0.000001,0.520921,0.421320,1.008686,4.470282,7.634574,12.104855
7,19,0.000001,0.533033,0.426650,1.029629,4.253469,7.540810,11.794280
7,20,0.000001,0.501596,0.415668,0.986068,4.662600,7.621525,12.284124
7,21,0.000001,0.493762,0.432610,0.985839,3.989645,6.994988,10.984633
7,22,0.000001,0.494698,0.416274,0.964247,3.939699,6.380301,10.320001
7,23,0.000001,0.523529,0.436792,1.018273,4.080163,7.030760,11.110924
7,24,0.000001,0.485877,0.417080,0.961633,4.001869,6.982335,10.984203
7,25,0.000001,0.477843,0.421386,0.957996,4.054636,7.359982,11.414618
7,26,0.000002,0.473429,0.396565,0.942657,4.504645,7.213552,11.718197
7,27,0.000001,0.575383,0.463974,1.091426,4.575080,8.039648,12.614728
7,28,0.000001,0.549890,0.412114,1.047895,4.185076,7.116142,11.301219
7,29,0.000001,0.516863,0.438146,1.038151,5.252174,7.367568,12.619740
7,30,0.000001,0.469001,0.399564,0.932209,4.011746,7.207983,11.219728
7,31,0.000001,0.444975,0.402476,0.901656,4.464511,7.378374,11.842883
7,32,0.000001,0.491337,0.412950,0.946920,4.109155,7.196020,11.305174
7,33,0.000001,0.532287,0.438435,1.041763,3.990770,6.644111,10.634881
7,34,0.000001,0.554096,0.457246,1.096093,4.445424,7.303268,11.748693
7,35,0.000000,0.511993,0.437460,1.024727,4.522696,7.414809,11.937505
7,36,0.000001,0.489379,0.434998,0.992383,4.681515,7.265288,11.946803
8,0,0.000001,0.577814,0.452915,1.043081,4.535661,7.766936,12.302597
8,1,0.000000,0.499973,0.432196,0.998244,4.720356,7.534450,12.254806
8,2,0.000001,0.521163,0.445793,1.038613,3.717452,7.144419,10.861871
8,3,0.000000,0.433271,0.373478,0.890340,5.457601,7.110348,12.567949
8,4,0.000002,0.480514,0.405067,0.926878,3.930599,7.037575,10.968175
8,5,0.000001,0.531100,0.442088,1.020671,3.959083,6.997210,10.956293
8,6,0.000001,0.506636,0.424620,1.011363,3.684806,6.727273,10.412079
8,7,0.000001,0.551003,0.488048,1.109677,4.958344,6.967642,11.925986
8,8,0.000001,0.482024,0.428981,0.992180,3.570508,6.559590,10.130097
8,9,0.000001,0.537353,0.453458,1.047843,3.989900,7.007749,10.997649
8,10,0.000001,0.504796,0.457558,1.031881,4.301452,7.341285,11.642737
8,11,0.000001,0.496320,0.406826,0.974656,3.707071,6.532688,10.239758
8,12,0.000001,0.504401,0.440647,0.997739,3.708502,7.237069,10.945570
8,13,0.000001,0.500018,0.430262,1.013993,3.484361,5.908000,9.392362
8,14,0.000000,0.613430,0.413500,1.082494,4.174185,6.749097,10.923283
8,15,0.000001,0.528832,0.421593,1.004830,4.114720,7.066323,11.181043
8,16,0.000001,0.511866,0.455231,1.027961,4.360092,7.445599,11.805691
8,17,0.000002,0.520488,0.433577,1.048748,4.562788,7.463600,12.026386
8,18,0.000000,0.548939,0.430261,1.055210,3.195251,5.998931,9.194182
8,19,0.000001,0.513594,0.429138,1.023721,4.027812,7.095438,11.123249
8,20,0.000000,0.486619,0.420061,0.975796,4.347615,6.804718,11.152334
8,21,0.000001,0.534240,0.441636,1.053710,4.571146,7.367724,11.938869
8,22,0.000000,0.488996,0.417606,0.991019,3.409081,6.754585,10.163666
8,23,0.000001,0.508928,0.438523,1.015950,3.955425,7.095871,11.051296
8,24,0.000001,0.507978,0.428045,1.012863,3.683398,6.448232,10.131631
8,25,0.000001,0.497586,0.403605,0.974647,4.750089,7.388053,12.138143
8,26,0.000001,0.457431,0.426374,0.932833,3.436081,6.871677,10.307757
8,27,0.000001,0.499110,0.430722,0.988966,4.333384,6.816247,11.149630
8,28,0.000000,0.518677,0.444234,1.018946,4.192546,7.016562,11.209107
8,29,0.000001,0.513441,0.427585,1.008760,4.395962,7.277055,11.673017
8,30,0.000001,0.477408,0.420490,0.967071,3.569849,6.617257,10.187106
8,31,0.000001,0.563750,0.452933,1.106350,3.760212,7.314939,11.075152
8,32,0.000001,0.516116,0.467143,1.067260,3.831380,7.367180,11.198560
8,33,0.000001,0.536966,0.434868,1.060811,3.989315,7.127027,11.116341
8,34,0.000000,0.536682,0.424410,1.022925,4.285177,7.403865,11.689041
8,35,0.000001,0.558400,0.418919,1.042185,4.193011,7.284541,11.477552
8,36,0.000000,0.497896,0.406691,0.990804,4.543980,7.406473,11.950452
9,0,0.000001,0.557533,0.423706,0.989816,3.903322,6.990311,10.893633
9,1,0.000001,0.499578,0.433231,0.985371,3.652461,6.927066,10.579529
9,2,0.000001,0.492723,0.424098,0.986576,3.321017,6.000483,9.321500
9,3,0.000001,0.495017,0.405157,0.957252,3.889367,6.824708,10.714075
9,4,0.000001,0.506685,0.446933,1.015358,3.242366,6.056038,9.298405
9,5,0.000001,0.510029,0.446773,1.021446,3.893412,6.744437,10.637850
9,6,0.000001,0.508942,0.443317,1.020583,4.028977,6.634285,10.663263
9,7,0.000001,0.471955,0.425535,0.966029,4.349128,6.344182,10.693309
9,8,0.000001,0.520585,0.414999,0.993202,3.315372,5.930371,9.245743
9,9,0.000001,0.479925,0.401286,0.945074,2.972467,5.980837,8.953305
9,10,0.000001,0.510144,0.428039,0.999560,3.801652,6.841931,10.643581
9,11,0.000001,0.490655,0.410713,0.977730,4.124899,6.942177,11.067078
9,12,0.000001,0.515404,0.430147,1.019765,4.754137,7.439525,12.193662
9,13,0.000001,0.534991,0.470070,1.075165,4.305247,7.501692,11.806939
9,14,0.000001,0.490906,0.411269,0.987955,3.481661,6.295140,9.776802
9,15,0.000000,0.494840,0.412771,0.947374,3.420297,5.817012,9.237309
9,16,0.000001,0.551405,0.428652,1.044755,4.214332,7.633275,11.847607
9,17,0.000000,0.549275,0.426985,1.063376,4.672476,7.394166,12.066643
9,18,0.000001,0.495500,0.432569,1.008338,4.294120,7.576136,11.870256
9,19,0.000001,0.454417,0.398664,0.910221,3.693344,6.413324,10.106668
9,20,0.000001,0.426371,0.397417,0.871245,3.335237,6.493629,9.828865
9,21,0.000001,0.542407,0.455063,1.038638,3.746651,6.893587,10.640238
9,22,0.000001,0.631147,0.414045,1.120721,3.914080,6.863285,10.777365
